Verse,First Letter,Last Letter,Swara After Last,Chapter,Verse Number,Cumulative Number
निरूप्य दोषं निजमङ्गनाजनेविलोक्य भक्तिं च पुनर्विचारिभि:प्रबुद्धतत्त्वैस्त्वमभिष्टुतो द्विजै-र्मरुत्पुराधीश निरुन्धि मे गदान् ॥१०॥,न,द,आ,61,10,630
कदाचिद्गोपालान् विहितमखसम्भारविभवान्निरीक्ष्य त्वं शौरे मघवमदमुद्ध्वंसितुमना: ।विजानन्नप्येतान् विनयमृदु नन्दादिपशुपा-नपृच्छ: को वाऽयं जनक भवतामुद्यम इति ॥१॥,क,त,इ,62,1,631
बभाषे नन्दस्त्वां सुत ननु विधेयो मघवतोमखो वर्षे वर्षे सुखयति स वर्षेण पृथिवीम् ।नृणां वर्षायत्तं निखिलमुपजीव्यं महितलेविशेषादस्माकं तृणसलिलजीवा हि पशव: ॥२॥,ब,व,अ,62,2,632
इति श्रुत्वा वाचं पितुरयि भवानाह सरसंधिगेतन्नो सत्यं मघवजनिता वृष्टिरिति यत् ।अदृष्टं जीवानां सृजति खलु वृष्टिं समुचितांमहारण्ये वृक्षा: किमिव बलिमिन्द्राय ददते ॥३॥,इ,त,ए,62,3,633
इदं तावत् सत्यं यदिह पशवो न: कुलधनंतदाजीव्यायासौ बलिरचलभर्त्रे समुचित: ।सुरेभ्योऽप्युत्कृष्टा ननु धरणिदेवा: क्षितितलेततस्तेऽप्याराध्या इति जगदिथ त्वं निजजनान् ॥४॥,इ,न,आ,62,4,634
भवद्वाचं श्रुत्वा बहुमतियुतास्तेऽपि पशुपा:द्विजेन्द्रानर्चन्तो बलिमददुरुच्चै: क्षितिभृते ।व्यधु: प्रादक्षिण्यं सुभृशमनमन्नादरयुता-स्त्वमादश्शैलात्मा बलिमखिलमाभीरपुरत: ॥५॥,भ,त,अ,62,5,635
अवोचश्चैवं तान् किमिह वितथं मे निगदितंगिरीन्द्रो नन्वेष स्वबलिमुपभुङ्क्ते स्ववपुषा ।अयं गोत्रो गोत्रद्विषि च कुपिते रक्षितुमलंसमस्तानित्युक्ता जहृषुरखिला गोकुलजुष: ॥६॥,अ,ष,अ,62,6,636
परिप्रीता याता: खलु भवदुपेता व्रजजुषोव्रजं यावत्तावन्निजमखविभङ्गं निशमयन् ।भवन्तं जानन्नप्यधिकरजसाऽऽक्रान्तहृदयोन सेहे देवेन्द्रस्त्वदुपरचितात्मोन्नतिरपि ॥७॥,प,प,इ,62,7,637
मनुष्यत्वं यातो मधुभिदपि देवेष्वविनयंविधत्ते चेन्नष्टस्त्रिदशसदसां कोऽपि महिमा ।ततश्च ध्वंसिष्ये पशुपहतकस्य श्रियमितिप्रवृत्तस्त्वां जेतुं स किल मघवा दुर्मदनिधि: ॥८॥,म,ध,इ,62,8,638
त्वदावासं हन्तुं प्रलयजलदानम्बरभुविप्रहिण्वन् बिभ्राण; कुलिशमयमभ्रेभगमन: ।प्रतस्थेऽन्यैरन्तर्दहनमरुदाद्यैविंहसितोभवन्माया नैव त्रिभुवनपते मोहयति कम् ॥९॥,त,क,अ,62,9,639
सुरेन्द्र: क्रुद्धश्चेत् द्विजकरुणया शैलकृपयाऽ-प्यनातङ्कोऽस्माकं नियत इति विश्वास्य पशुपान् ।अहो किन्नायातो गिरिभिदिति सञ्चिन्त्य निवसन्मरुद्गेहाधीश प्रणुद मुरवैरिन् मम गदान् ॥१०॥,स,द,आ,62,10,640
ददृशिरे किल तत्क्षणमक्षत-स्तनितजृम्भितकम्पितदिक्तटा: ।सुषमया भवदङ्गतुलां गताव्रजपदोपरि वारिधरास्त्वया ॥१॥,द,य,आ,63,1,641
विपुलकरकमिश्रैस्तोयधारानिपातै-र्दिशिदिशि पशुपानां मण्डले दण्ड्यमाने ।कुपितहरिकृतान्न: पाहि पाहीति तेषांवचनमजित श्रृण्वन् मा बिभीतेत्यभाणी: ॥२॥,व,ण,ई,63,2,642
कुल इह खलु गोत्रो दैवतं गोत्रशत्रो-र्विहतिमिह स रुन्ध्यात् को नु व: संशयोऽस्मिन् ।इति सहसितवादी देव गोवर्द्धनाद्रिंत्वरितमुदमुमूलो मूलतो बालदोर्भ्याम् ॥३॥,क,य,आ,63,3,643
तदनु गिरिवरस्य प्रोद्धृतस्यास्य तावत्सिकतिलमृदुदेशे दूरतो वारितापे ।परिकरपरिमिश्रान् धेनुगोपानधस्ता-दुपनिदधदधत्था हस्तपद्मेन शैलम् ॥४॥,त,ल,अ,63,4,644
भवति विधृतशैले बालिकाभिर्वयस्यै-रपि विहितविलासं केलिलापादिलोले ।सविधमिलितधेनूरेकहस्तेन कण्डू-यति सति पशुपालास्तोषमैषन्त सर्वे ॥५॥,भ,व,ए,63,5,645
अतिमहान् गिरिरेष तु वामकेकरसरोरुहि तं धरते चिरम् ।किमिदमद्भुतमद्रिबलं न्वितित्वदवलोकिभिराकथि गोपकै: ॥६॥,अ,क,ऐ,63,6,646
अहह धार्ष्ट्यममुष्य वटोर्गिरिंव्यथितबाहुरसाववरोपयेत् ।इति हरिस्त्वयि बद्धविगर्हणोदिवससप्तकमुग्रमवर्षयत् ॥७॥,अ,य,अ,63,7,647
अचलति त्वयि देव पदात् पदंगलितसर्वजले च घनोत्करे ।अपहृते मरुता मरुतां पति-स्त्वदभिशङ्कितधी: समुपाद्रवत् ॥८॥,अ,व,अ,63,8,648
शममुपेयुषि वर्षभरे तदापशुपधेनुकुले च विनिर्गते ।भुवि विभो समुपाहितभूधर:प्रमुदितै: पशुपै: परिरेभिषे ॥९॥,श,ष,ए,63,9,649
धरणिमेव पुरा धृतवानसिक्षितिधरोद्धरणे तव क: श्रम: ।इति नुतस्त्रिदशै: कमलापतेगुरुपुरालय पालय मां गदात् ॥१०॥,ध,द,आ,63,10,650
आलोक्य शैलोद्धरणादिरूपं प्रभावमुच्चैस्तव गोपलोका: ।विश्वेश्वरं त्वामभिमत्य विश्वे नन्दं भवज्जातकमन्वपृच्छन् ॥१॥,आ,छ,अ,64,1,651
गर्गोदितो निर्गदितो निजाय वर्गाय तातेन तव प्रभाव: ।पूर्वाधिकस्त्वय्यनुराग एषामैधिष्ट तावत् बहुमानभार: ॥२॥,ग,र,अ,64,2,652
ततोऽवमानोदिततत्त्वबोध: सुराधिराज: सह दिव्यगव्या।उपेत्य तुष्टाव स नष्टगर्व: स्पृष्ट्वा पदाब्जं मणिमौलिना ते ॥३॥,त,त,ए,64,3,653
स्नेहस्नुतैस्त्वां सुरभि: पयोभिर्गोविन्दनामाङ्कितमभ्यषिञ्चत् ।ऐरावतोपाहृतदिव्यगङ्गापाथोभिरिन्द्रोऽपि च जातहर्ष: ॥४॥,स,ष,अ,64,4,654
जगत्त्रयेशे त्वयि गोकुलेशे तथाऽभिषिक्ते सति गोपवाट: ।नाकेऽपि वैकुण्ठपदेऽप्यलभ्यां श्रियं प्रपेदे भवत: प्रभावात् ॥५॥,ज,व,आ,64,5,655
कदाचिदन्तर्यमुनं प्रभाते स्नायन् पिता वारुणपूरुषेण ।नीतस्तमानेतुमगा: पुरीं त्वं तां वारुणीं कारणमर्त्यरूप: ॥६॥,क,प,अ,64,6,656
ससम्भ्रमं तेन जलाधिपेन प्रपूजितस्त्वं प्रतिगृह्य तातम् ।उपागतस्तत्क्षणमात्मगेहं पिताऽवदत्तच्चरितं निजेभ्य: ॥७॥,स,य,अ,64,7,657
हरिं विनिश्चित्य भवन्तमेतान् भवत्पदालोकनबद्धतृष्णान् ॥निरीक्ष्य विष्णो परमं पदं तद्दुरापमन्यैस्त्वमदीदृशस्तान् ॥८॥,ह,त,आ,64,8,658
स्फुरत्परानन्दरसप्रवाहप्रपूर्णकैवल्यमहापयोधौ ।चिरं निमग्ना: खलु गोपसङ्घास्त्वयैव भूमन् पुनरुद्धृतास्ते ॥९॥,स,त,ए,64,9,659
करबदरवदेवं देव कुत्रावतारेनिजपदमनवाप्यं दर्शितं भक्तिभाजाम् ।तदिह पशुपरूपी त्वं हि साक्षात् परात्मापवनपुरनिवासिन् पाहि मामामयेभ्य: ॥१०॥,क,य,अ,64,10,660
गोपीजनाय कथितं नियमावसानेमारोत्सवं त्वमथ साधयितुं प्रवृत्त: ।सान्द्रेण चान्द्रमहसा शिशिरीकृताशेप्रापूरयो मुरलिकां यमुनावनान्ते ॥१॥,ग,त,ए,65,1,661
सम्मूर्छनाभिरुदितस्वरमण्डलाभि:सम्मूर्छयन्तमखिलं भुवनान्तरालम् ।त्वद्वेणुनादमुपकर्ण्य विभो तरुण्य-स्तत्तादृशं कमपि चित्तविमोहमापु: ॥२॥,स,प,उ,65,2,662
ता गेहकृत्यनिरतास्तनयप्रसक्ता:कान्तोपसेवनपराश्च सरोरुहाक्ष्य: ।सर्वं विसृज्य मुरलीरवमोहितास्तेकान्तारदेशमयि कान्ततनो समेता: ॥३॥,त,त,आ,65,3,663
काश्चिन्निजाङ्गपरिभूषणमादधानावेणुप्रणादमुपकर्ण्य कृतार्धभूषा: ।त्वामागता ननु तथैव विभूषिताभ्य-स्ता एव संरुरुचिरे तव लोचनाय ॥४॥,क,य,अ,65,4,664
हारं नितम्बभुवि काचन धारयन्तीकाञ्चीं च कण्ठभुवि देव समागता त्वाम् ।हारित्वमात्मजघनस्य मुकुन्द तुभ्यंव्यक्तं बभाष इव मुग्धमुखी विशेषात् ॥५॥,ह,ष,आ,65,5,665
काचित् कुचे पुनरसज्जितकञ्चुलीकाव्यामोहत: परवधूभिरलक्ष्यमाणा ।त्वामाययौ निरुपमप्रणयातिभार-राज्याभिषेकविधये कलशीधरेव ॥६॥,क,व,अ,65,6,666
काश्चित् गृहात् किल निरेतुमपारयन्त्य-स्त्वामेव देव हृदये सुदृढं विभाव्य ।देहं विधूय परचित्सुखरूपमेकंत्वामाविशन् परमिमा ननु धन्यधन्या: ॥७॥,क,य,आ,65,7,667
जारात्मना न परमात्मतया स्मरन्त्योनार्यो गता: परमहंसगतिं क्षणेन ।तं त्वां प्रकाशपरमात्मतनुं कथञ्चि-च्चित्ते वहन्नमृतमश्रममश्नुवीय ॥८॥,ज,य,अ,65,8,668
अभ्यागताभिरभितो व्रजसुन्दरीभि-र्मुग्धस्मितार्द्रवदन: करुणावलोकी ।निस्सीमकान्तिजलधिस्त्वमवेक्ष्यमाणोविश्वैकहृद्य हर मे पवनेश रोगान् ॥९॥,अ,ग,आ,65,9,669
उपयातानां सुदृशां कुसुमायुधबाणपातविवशानाम् ।अभिवाञ्छितं विधातुं कृतमतिरपि ता जगाथ वाममिव ॥१॥,उ,व,अ,66,1,670
गगनगतं मुनिनिवहं श्रावयितुं जगिथ कुलवधूधर्मम् ।धर्म्यं खलु ते वचनं कर्म तु नो निर्मलस्य विश्वास्यम् ॥२॥,ग,य,अ,66,2,671
आकर्ण्य ते प्रतीपां वाणीमेणीदृश: परं दीना: ।मा मा करुणासिन्धो परित्यजेत्यतिचिरं विलेपुस्ता: ॥३॥,आ,त,आ,66,3,672
तासां रुदितैर्लपितै: करुणाकुलमानसो मुरारे त्वम् ।ताभिस्समं प्रवृत्तो यमुनापुलिनेषु काममभिरन्तुम् ॥४॥,त,त,उ,66,4,673
चन्द्रकरस्यन्दलसत्सुन्दरयमुनातटान्तवीथीषु ।गोपीजनोत्तरीयैरापादितसंस्तरो न्यषीदस्त्वम् ॥५॥,च,व,अ,66,5,674
सुमधुरनर्मालपनै: करसंग्रहणैश्च चुम्बनोल्लासै: ।गाढालिङ्गनसङ्गैस्त्वमङ्गनालोकमाकुलीचकृषे ॥६॥,स,ष,ए,66,6,675
वासोहरणदिने यद्वासोहरणं प्रतिश्रुतं तासाम् ।तदपि विभो रसविवशस्वान्तानां कान्त सुभ्रुवामदधा: ॥७॥,व,ध,आ,66,7,676
कन्दलितघर्मलेशं कुन्दमृदुस्मेरवक्त्रपाथोजम् ।नन्दसुत त्वां त्रिजगत्सुन्दरमुपगूह्य नन्दिता बाला: ॥८॥,क,ल,आ,66,8,677
विरहेष्वङ्गारमय: शृङ्गारमयश्च सङ्गमे हि त्वम् नितरामङ्गारमयस्तत्र पुनस्सङ्गमेऽपि चित्रमिदम् ॥९॥,व,द,अ,66,9,678
राधातुङ्गपयोधरसाधुपरीरम्भलोलुपात्मानम् ।आराधये भवन्तं पवनपुराधीश शमय सकलगदान् ॥१०॥,र,द,आ,66,10,679
स्फुरत्परानन्दरसात्मकेन त्वया समासादितभोगलीला: ।असीममानन्दभरं प्रपन्ना महान्तमापुर्मदमम्बुजाक्ष्य: ॥१॥,स,य,अ,67,1,680
निलीयतेऽसौ मयि मय्यमायं रमापतिर्विश्वमनोभिराम: ।इति स्म सर्वा: कलिताभिमाना निरीक्ष्य गोविन्द् तिरोहितोऽभू: ॥२॥,न,भ,ऊ,67,2,681
राधाभिधां तावदजातगर्वामतिप्रियां गोपवधूं मुरारे ।भवानुपादाय गतो विदूरं तया सह स्वैरविहारकारी ॥३॥,र,र,ई,67,3,682
तिरोहितेऽथ त्वयि जाततापा: समं समेता: कमलायताक्ष्य: ।वने वने त्वां परिमार्गयन्त्यो विषादमापुर्भगवन्नपारम् ॥४॥,त,र,अ,67,4,683
हा चूत हा चम्पक कर्णिकार हा मल्लिके मालति बालवल्य: ।किं वीक्षितो नो हृदयैकचोर: इत्यादि तास्त्वत्प्रवणा विलेपु: ॥५॥,ह,प,उ,67,5,684
निरीक्षितोऽयं सखि पङ्कजाक्ष: पुरो ममेत्याकुलमालपन्ती ।त्वां भावनाचक्षुषि वीक्ष्य काचित्तापं सखीनां द्विगुणीचकार ॥६॥,न,र,अ,67,6,685
त्वदात्मिकास्ता यमुनातटान्ते तवानुचक्रु: किल चेष्टितानि ।विचित्य भूयोऽपि तथैव मानात्त्वया विमुक्तां ददृशुश्च राधाम् ॥७॥,त,ध,आ,67,7,686
तत: समं ता विपिने समन्तात्तमोवतारावधि मार्गयन्त्य: ।पुनर्विमिश्रा यमुनातटान्ते भृशं विलेपुश्च जगुर्गुणांस्ते ॥८॥,त,त,ए,67,8,687
तथा व्यथासङ्कुलमानसानां व्रजाङ्गनानां करुणैकसिन्धो ।जगत्त्रयीमोहनमोहनात्मा त्वं प्रादुरासीरयि मन्दहासी ॥९॥,त,स,ई,67,9,688
सन्दिग्धसन्दर्शनमात्मकान्तं त्वां वीक्ष्य तन्व्य: सहसा तदानीम् ।किं किं न चक्रु: प्रमदातिभारात् स त्वं गदात् पालय मारुतेश ॥१०॥,स,श,अ,67,10,689
तव विलोकनाद्गोपिकाजना: प्रमदसङ्कुला: पङ्कजेक्षण ।अमृतधारया संप्लुता इव स्तिमिततां दधुस्त्वत्पुरोगता: ॥१॥,त,त,आ,68,1,690
तदनु काचन त्वत्कराम्बुजं सपदि गृह्णती निर्विशङ्कितम् ।घनपयोधरे सन्निधाय सा पुलकसंवृता तस्थुषी चिरम् ॥२॥,त,र,अ,68,2,691
तव विभोऽपरा कोमलं भुजं निजगलान्तरे पर्यवेष्टयत् ।गलसमुद्गतं प्राणमारुतं प्रतिनिरुन्धतीवातिहर्षुला ॥३॥,त,ल,आ,68,3,692
अपगतत्रपा कापि कामिनी तव मुखाम्बुजात् पूगचर्वितम् ।प्रतिगृहय्य तद्वक्त्रपङ्कजे निदधती गता पूर्णकामताम् ॥४॥,अ,त,आ,68,4,693
विकरुणो वने संविहाय मामपगतोऽसि का त्वामिह स्पृशेत् ।इति सरोषया तावदेकया सजललोचनं वीक्षितो भवान् ॥५॥,व,व,आ,68,5,694
इति मुदाऽऽकुलैर्वल्लवीजनै: सममुपागतो यामुने तटे ।मृदुकुचाम्बरै: कल्पितासने घुसृणभासुरे पर्यशोभथा: ॥६॥,इ,थ,आ,68,6,695
कतिविधा कृपा केऽपि सर्वतो धृतदयोदया: केचिदाश्रिते ।कतिचिदीदृशा मादृशेष्वपीत्यभिहितो भवान् वल्लवीजनै: ॥७॥,क,न,ऐ,68,7,696
अयि कुमारिका नैव शङ्क्यतां कठिनता मयि प्रेमकातरे ।मयि तु चेतसो वोऽनुवृत्तये कृतमिदं मयेत्यूचिवान् भवान् ॥८॥,अ,व,आ,68,8,697
अयि निशम्यतां जीववल्लभा: प्रियतमो जनो नेदृशो मम ।तदिह रम्यतां रम्ययामिनीष्वनुपरोधमित्यालपो विभो ॥९॥,अ,भ,ओ,68,9,698
इति गिराधिकं मोदमेदुरैर्व्रजवधूजनै: साकमारमन् ।कलितकौतुको रासखेलने गुरुपुरीपते पाहि मां गदात् ॥१०॥,इ,द,आ,68,10,699
केशपाशधृतपिञ्छिकाविततिसञ्चलन्मकरकुण्डलंहारजालवनमालिकाललितमङ्गरागघनसौरभम् ।पीतचेलधृतकाञ्चिकाञ्चितमुदञ्चदंशुमणिनूपुरंरासकेलिपरिभूषितं तव हि रूपमीश कलयामहे ॥१॥,क,ह,ए,69,1,700
तावदेव कृतमण्डने कलितकञ्चुलीककुचमण्डलेगण्डलोलमणिकुण्डले युवतिमण्डलेऽथ परिमण्डले ।अन्तरा सकलसुन्दरीयुगलमिन्दिरारमण सञ्चरन्मञ्जुलां तदनु रासकेलिमयि कञ्जनाभ समुपादधा: ॥२॥,त,ध,आ,69,2,701
वासुदेव तव भासमानमिह रासकेलिरससौरभंदूरतोऽपि खलु नारदागदितमाकलय्य कुतुकाकुला ।वेषभूषणविलासपेशलविलासिनीशतसमावृतानाकतो युगपदागता वियति वेगतोऽथ सुरमण्डली ॥३॥,व,ल,ई,69,3,702
वेणुनादकृततानदानकलगानरागगतियोजना-लोभनीयमृदुपादपातकृततालमेलनमनोहरम् ।पाणिसंक्वणितकङ्कणं च मुहुरंसलम्बितकराम्बुजंश्रोणिबिम्बचलदम्बरं भजत रासकेलिरसडम्बरम् ॥४॥,व,र,अ,69,4,703
स्पर्धया विरचितानुगानकृततारतारमधुरस्वरेनर्तनेऽथ ललिताङ्गहारलुलिताङ्गहारमणिभूषणे ।सम्मदेन कृतपुष्पवर्षमलमुन्मिषद्दिविषदां कुलंचिन्मये त्वयि निलीयमानमिव सम्मुमोह सवधूकुलम् ॥५॥,स,ल,अ,69,5,704
स्विन्नसन्नतनुवल्लरी तदनु कापि नाम पशुपाङ्गनाकान्तमंसमवलम्बते स्म तव तान्तिभारमुकुलेक्षणा ॥काचिदाचलितकुन्तला नवपटीरसारघनसौरभंवञ्चनेन तव सञ्चुचुम्ब भुजमञ्चितोरुपुलकाङ्कुरा ॥६॥,स,र,आ,69,6,705
कापि गण्डभुवि सन्निधाय निजगण्डमाकुलितकुण्डलंपुण्यपूरनिधिरन्ववाप तव पूगचर्वितरसामृतम् ।इन्दिराविहृतिमन्दिरं भुवनसुन्दरं हि नटनान्तरेत्वामवाप्य दधुरङ्गना: किमु न सम्मदोन्मददशान्तरम् ॥७॥,क,र,अ,69,7,706
गानमीश विरतं क्रमेण किल वाद्यमेलनमुपारतंब्रह्मसम्मदरसाकुला: सदसि केवलं ननृतुरङ्गना: ।नाविदन्नपि च नीविकां किमपि कुन्तलीमपि च कञ्चुलींज्योतिषामपि कदम्बकं दिवि विलम्बितं किमपरं ब्रुवे ॥८॥,ग,व,ए,69,8,707
मोदसीम्नि भुवनं विलाप्य विहृतिं समाप्य च ततो विभोकेलिसम्मृदितनिर्मलाङ्गनवघर्मलेशसुभगात्मनाम् ।मन्मथासहनचेतसां पशुपयोषितां सुकृतचोदित-स्तावदाकलितमूर्तिरादधिथ मारवीरपरमोत्सवान् ॥९॥,म,व,आ,69,9,708
केलिभेदपरिलोलिताभिरतिलालिताभिरबलालिभि:स्वैरमीश ननु सूरजापयसि चारुनाम विहृतिं व्यधा: ।काननेऽपि च विसारिशीतलकिशोरमारुतमनोहरेसूनसौरभमये विलेसिथ विलासिनीशतविमोहनम् ॥१०॥,क,न,अ,69,10,709
कामिनीरिति हि यामिनीषु खलु कामनीयकनिधे भवान्पूर्णसम्मदरसार्णवं कमपि योगिगम्यमनुभावयन् ।ब्रह्मशङ्करमुखानपीह पशुपाङ्गनासु बहुमानयन्भक्तलोकगमनीयरूप कमनीय कृष्ण परिपाहि माम् ॥११॥,क,म,आ,69,11,710
इति त्वयि रसाकुलं रमितवल्लभे वल्लवा:कदापि पुरमम्बिकामितुरम्बिकाकानने ।समेत्य भवता समं निशि निषेव्य दिव्योत्सवंसुखं सुषुपुरग्रसीद्व्रजपमुग्रनागस्तदा ॥१॥,इ,द,आ,70,1,711
समुन्मुखमथोल्मुकैरभिहतेऽपि तस्मिन् बला-दमुञ्चति भवत्पदे न्यपति पाहि पाहीति तै: ।तदा खलु पदा भवान् समुपगम्य पस्पर्श तंबभौ स च निजां तनुं समुपसाद्य वैद्यधरीम् ॥२॥,स,र,ई,70,2,712
सुदर्शनधर प्रभो ननु सुदर्शनाख्योऽस्म्यहंमुनीन् क्वचिदपाहसं त इह मां व्यधुर्वाहसम् ।भवत्पदसमर्पणादमलतां गतोऽस्मीत्यसौस्तुवन् निजपदं ययौ व्रजपदं च गोपा मुदा ॥३॥,स,द,आ,70,3,713
कदापि खलु सीरिणा विहरति त्वयि स्त्रीजनै-र्जहार धनदानुग: स किल शङ्खचूडोऽबला: ।अतिद्रुतमनुद्रुतस्तमथ मुक्तनारीजनंरुरोजिथ शिरोमणिं हलभृते च तस्याददा: ॥४॥,क,द,आ,70,4,714
दिनेषु च सुहृज्जनैस्सह वनेषु लीलापरंमनोभवमनोहरं रसितवेणुनादामृतम् ।भवन्तममरीदृशाममृतपारणादायिनंविचिन्त्य किमु नालपन् विरहतापिता गोपिका: ॥५॥,द,क,आ,70,5,715
भोजराजभृतकस्त्वथ कश्चित् कष्टदुष्टपथदृष्टिररिष्ट: ।निष्ठुराकृतिरपष्ठुनिनादस्तिष्ठते स्म भवते वृषरूपी ॥६॥,भ,प,ई,70,6,716
शाक्वरोऽथ जगतीधृतिहारी मूर्तिमेष बृहतीं प्रदधान: ।पङ्क्तिमाशु परिघूर्ण्य पशूनां छन्दसां निधिमवाप भवन्तम् ॥७॥,श,त,अ,70,7,717
तुङ्गशृङ्गमुखमाश्वभियन्तं संगृहय्य रभसादभियं तम् ।भद्ररूपमपि दैत्यमभद्रं मर्दयन्नमदय: सुरलोकम् ॥८॥,त,क,अ,70,8,718
चित्रमद्य भगवन् वृषघातात् सुस्थिराऽजनि वृषस्थितिरुर्व्याम् ।वर्धते च वृषचेतसि भूयान् मोद इत्यभिनुतोऽसि सुरैस्त्वम् ॥९॥,च,व,अ,70,9,719
औक्षकाणि परिधावत दूरं वीक्ष्यतामयमिहोक्षविभेदी ।इत्थमात्तहसितै: सह गोपैर्गेहगस्त्वमव वातपुरेश ॥१०॥,औ,श,अ,70,10,720
यत्नेषु सर्वेष्वपि नावकेशी केशी स भोजेशितुरिष्टबन्धु: ।त्वां सिन्धुजावाप्य इतीव मत्वा सम्प्राप्तवान् सिन्धुजवाजिरूप: ॥१॥,य,प,अ,71,1,721
गन्धर्वतामेष गतोऽपि रूक्षैर्नादै: समुद्वेजितसर्वलोक: ।भवद्विलोकावधि गोपवाटीं प्रमर्द्य पाप: पुनरापतत्त्वाम् ॥२॥,ग,व,आ,71,2,722
तार्क्ष्यार्पिताङ्घ्रेस्तव तार्क्ष्य एष चिक्षेप वक्षोभुवि नाम पादम् ।भृगो: पदाघातकथां निशम्य स्वेनापि शक्यं तदितीव मोहात् ॥३॥,त,ह,आ,71,3,723
प्रवञ्चयन्नस्य खुराञ्चलं द्रागमुञ्च चिक्षेपिथ दूरदूरम्सम्मूर्च्छितोऽपि ह्यतिमूर्च्छितेन क्रोधोष्मणा खादितुमाद्रुतस्त्वाम् ॥४॥,प,व,आ,71,4,724
त्वं वाहदण्डे कृतधीश्च वाहादण्डं न्यधास्तस्य मुखे तदानीम् ।तद् वृद्धिरुद्धश्वसनो गतासु: सप्तीभवन्नप्ययमैक्यमागात् ॥५॥,त,ग,आ,71,5,725
आलम्भमात्रेण पशो: सुराणां प्रसादके नूत्न इवाश्वमेधे ।कृते त्वया हर्षवशात् सुरेन्द्रास्त्वां तुष्टुवु: केशवनामधेयम् ॥६॥,आ,य,अ,71,6,726
कंसाय ते शौरिसुतत्वमुक्त्वा तं तद्वधोत्कं प्रतिरुध्य वाचा।प्राप्तेन केशिक्षपणावसाने श्रीनारदेन त्वमभिष्टुतोऽभू: ॥७॥,क,भ,ऊ,71,7,727
कदापि गोपै: सह काननान्ते निलायनक्रीडनलोलुपं त्वाम् ।मयात्मज: प्राप दुरन्तमायो व्योमाभिधो व्योमचरोपरोधी ॥८॥,क,ध,ई,71,8,728
स चोरपालायितवल्लवेषु चोरायितो गोपशिशून् पशूंश्चगुहासु कृत्वा पिदधे शिलाभिस्त्वया च बुद्ध्वा परिमर्दितोऽभूत् ॥९॥,स,भ,ऊ,71,9,729
एवं विधैश्चाद्भुतकेलिभेदैरानन्दमूर्च्छामतुलां व्रजस्य ।पदे पदे नूतनयन्नसीमां परात्मरूपिन् पवनेश पाया: ॥१०॥,ए,य,आ,71,10,730
कंसोऽथ नारदगिरा व्रजवासिनं त्वा-माकर्ण्य दीर्णहृदय: स हि गान्दिनेयम् ।आहूय कार्मुकमखच्छलतो भवन्त-मानेतुमेनमहिनोदहिनाथशायिन् ॥१॥,क,य,इ,72,1,731
अक्रूर एष भवदंघ्रिपरश्चिरायत्वद्दर्शनाक्षममना: क्षितिपालभीत्या ।तस्याज्ञयैव पुनरीक्षितुमुद्यतस्त्वा-मानन्दभारमतिभूरितरं बभार ॥२॥,अ,र,अ,72,2,732
सोऽयं रथेन सुकृती भवतो निवासंगच्छन् मनोरथगणांस्त्वयि धार्यमाणान् ।आस्वादयन् मुहुरपायभयेन दैवंसम्प्रार्थयन् पथि न किञ्चिदपि व्यजानात् ॥३॥,स,न,आ,72,3,733
द्रक्ष्यामि वेदशतगीतगतिं पुमांसंस्प्रक्ष्यामि किंस्विदपि नाम परिष्वजेयम् ।किं वक्ष्यते स खलु मां क्वनु वीक्षित: स्या-दित्थं निनाय स भवन्मयमेव मार्गम् ॥४॥,द,ग,अ,72,4,734
भूय: क्रमादभिविशन् भवदंघ्रिपूतंवृन्दावनं हरविरिञ्चसुराभिवन्द्यम् ।आनन्दमग्न इव लग्न इव प्रमोहेकिं किं दशान्तरमवाप न पङ्कजाक्ष ॥५॥,भ,ष,अ,72,5,735
पश्यन्नवन्दत भवद्विहृतिस्थलानिपांसुष्ववेष्टत भवच्चरणाङ्कितेषु ।किं ब्रूमहे बहुजना हि तदापि जाताएवं तु भक्तितरला विरला: परात्मन् ॥६॥,प,म,अ,72,6,736
सायं स गोपभवनानि भवच्चरित्र-गीतामृतप्रसृतकर्णरसायनानि ।पश्यन् प्रमोदसरितेव किलोह्यमानोगच्छन् भवद्भवनसन्निधिमन्वयासीत् ॥७॥,स,स,ई,72,7,737
तावद्ददर्श पशुदोहविलोकलोलंभक्तोत्तमागतिमिव प्रतिपालयन्तम् ।भूमन् भवन्तमयमग्रजवन्तमन्त-र्ब्रह्मानुभूतिरससिन्धुमिवोद्वमन्तम् ॥८॥,त,त,अ,72,8,738
सायन्तनाप्लवविशेषविविक्तगात्रौद्वौ पीतनीलरुचिराम्बरलोभनीयौ ।नातिप्रपञ्चधृतभूषणचारुवेषौमन्दस्मितार्द्रवदनौ स युवां ददर्श ॥९॥,स,श,अ,72,9,739
दूराद्रथात्समवरुह्य नमन्तमेन-मुत्थाप्य भक्तकुलमौलिमथोपगूहन् ।हर्षान्मिताक्षरगिरा कुशलानुयोगीपाणिं प्रगृह्य सबलोऽथ गृहं निनेथ ॥१०॥,द,थ,अ,72,10,740
नन्देन साकममितादरमर्चयित्वातं यादवं तदुदितां निशमय्य वार्ताम् ।गोपेषु भूपतिनिदेशकथां निवेद्यनानाकथाभिरिह तेन निशामनैषी: ॥११॥,न,ष,ई,72,11,741
